# set_id=adult_showa20s_woman_nostalgia_v2
# title=昭和20年代生まれ女性の青春時代クイズ（思い出編）
# version=2
id	prompt	keyword	explanation	correct_index	choice_a	choice_b	choice_c	choice_d
q_016	東京オリンピックの開会式で聖火の最終ランナーを務め、原爆投下の日に生まれたことでも話題となった陸上選手は誰か。	坂井義則/聖火最終ランナー	坂井義則は広島に原爆が投下された日に生まれたことから、平和の象徴として聖火最終ランナーに選ばれた。\n【A】東京オリンピックのマラソンで銅メダルを獲得した選手。\n【B】メキシコ五輪のマラソンで銀メダルを獲得した選手。\n【C】マラソンで活躍した同時代の選手。\n【D】✓この陸上選手が聖火最終ランナーを務めた。	3	円谷幸吉	君原健二	沢木啓祐	坂井義則
q_017	東海道新幹線は開業当初、その速さと未来的なイメージから何と呼ばれ人々の憧れとなったか。	夢の超特急/新幹線	東海道新幹線は開業当初「夢の超特急」と呼ばれ、多くの人の憧れとなった。\n【A】✓新幹線が呼ばれた愛称。\n【B】戦前に計画されていた高速鉄道構想の呼び名。\n【C】この時期に使われた呼び名ではない。\n【D】この時期に使われた呼び名ではない。	0	夢の超特急	弾丸列車	光の使者	銀河特急
q_018	岡本太郎が制作した「太陽の塔」がシンボルとなった、大阪で開催された一大イベントは次のうちどれか。	太陽の塔/大阪万博	「太陽の塔」は岡本太郎が制作し、日本万国博覧会（大阪万博）のシンボルとなった。\n【A】アジア初の夏季オリンピック。\n【B】✓「太陽の塔」がシンボルとなったイベント。\n【C】後年に神戸で開催された博覧会。\n【D】後年に茨城県で開催された博覧会。	1	東京オリンピック	日本万国博覧会（大阪万博）	神戸ポートアイランド博覧会	筑波科学博覧会
q_019	アポロ11号で人類として初めて月面に降り立った宇宙飛行士は誰か。	ニール・アームストロング/月面着陸	ニール・アームストロングはアポロ11号の船長として、人類初の月面着陸を果たした宇宙飛行士である。\n【A】アームストロングとともに月面に降り立った宇宙飛行士。\n【B】アメリカ人として初めて地球を周回した宇宙飛行士。\n【C】✓人類初の月面着陸を果たした宇宙飛行士。\n【D】人類初の宇宙飛行を成し遂げたソ連の宇宙飛行士。	2	バズ・オルドリン	ジョン・グレン	ニール・アームストロング	ユーリイ・ガガーリン
q_020	山荘に立てこもった集団と機動隊とのにらみ合いがテレビで生中継され、日本中がテレビにくぎ付けになった事件は次のうちどれか。	あさま山荘事件	あさま山荘事件は連合赤軍のメンバーが起こした事件で、機動隊との攻防がテレビで生中継され話題となった。\n【A】1970年代に起きた別の爆破事件。\n【B】1980年代に起きた別の事件。\n【C】日本航空機が乗っ取られた別の事件。\n【D】✓この事件の名称。	3	三菱重工爆破事件	グリコ・森永事件	よど号ハイジャック事件	あさま山荘事件
q_021	日中国交正常化を記念して中国から日本（上野動物園）に贈られ、日本中が熱狂した動物は次のうちどれか。	パンダ/日中国交正常化	日中国交正常化を記念してパンダ（カンカンとランラン）が上野動物園に贈られ、大人気となった。\n【A】✓上野動物園に贈られ人気となった動物。\n【B】後年にオーストラリアから初来日した動物。\n【C】後年に立ち姿が話題となった動物。\n【D】戦後まもなく人気となった別の動物。	0	パンダ	コアラ	レッサーパンダ	ゾウ
q_022	石油危機（オイルショック）のうわさから、店頭で品切れが相次ぎ買い占め騒動となった代表的な日用品は次のうちどれか。	トイレットペーパー騒動/オイルショック	オイルショックの際、トイレットペーパーが店頭から消え、買い占め騒動となったことがよく知られている。\n【A】同時期に品薄も見られたが象徴的な存在ではない。\n【B】✓買い占め騒動の象徴となった日用品。\n【C】同時期に品薄も見られたが象徴的な存在ではない。\n【D】同時期に品薄も見られたが象徴的な存在ではない。	1	ティッシュペーパー	トイレットペーパー	洗剤	砂糖
q_023	戦後最大級の疑獄事件とされる「ロッキード事件」で、航空機受注をめぐる収賄容疑により逮捕された元内閣総理大臣は誰か。	ロッキード事件/田中角栄	ロッキード事件では、航空機受注をめぐる収賄の疑いで元首相の田中角栄が逮捕された。\n【A】非核三原則などで知られる元首相。\n【B】ロッキード事件当時の首相。\n【C】✓この事件で逮捕された元首相。\n【D】ロッキード事件の解明を進めた首相。	2	佐藤栄作	福田赳夫	田中角栄	三木武夫
q_024	「成田闘争」と呼ばれる激しい反対運動でも知られる、現在の成田国際空港が開港した当初の名称は次のうちどれか。	新東京国際空港/成田空港	現在の成田国際空港は、開港当初「新東京国際空港」という名称だった。\n【A】羽田空港の正式名称。\n【B】この名称の空港は存在しない。\n【C】この名称の空港は存在しない。\n【D】✓開港当初の空港名。	3	東京国際空港	関東国際空港	首都圏国際空港	新東京国際空港
q_025	屋外でも自由に音楽を楽しむライフスタイルを広めた携帯音楽プレーヤー「ウォークマン」を発売したメーカーは次のうちどれか。	ウォークマン/ソニー	ウォークマンはソニーが発売し、世界的な大ヒット商品となった。\n【A】✓ウォークマンを発売したメーカー。\n【B】家電を幅広く手がけた別のメーカー。\n【C】家電を幅広く手がけた別のメーカー。\n【D】電卓などで知られる別のメーカー。	0	ソニー	松下電器	東芝	シャープ
q_026	排気ガスなどが原因で発生し、体調不良を訴える生徒が相次いで社会問題となった大気汚染現象は次のうちどれか。	光化学スモッグ	光化学スモッグによる被害が報じられ、大気汚染への関心が高まった。\n【A】主に工業排出物が原因とされる別の環境問題。\n【B】✓社会問題化した大気汚染現象。\n【C】都市部の気温上昇に関する現象。\n【D】大陸から飛来する砂じん現象。	1	酸性雨	光化学スモッグ	ヒートアイランド現象	黄砂
q_027	日本武道館での公演が大きな話題となり、熱狂的なファンが押し寄せたイギリスのロックバンドは次のうちどれか。	ビートルズ来日	ビートルズは来日し、日本武道館での公演が大きな話題となった。\n【A】同時期に活動していた別のロックバンド。\n【B】後の時代に結成されたバンド。\n【C】✓日本武道館で公演を行ったロックバンド。\n【D】後の時代に結成されたバンド。	2	ローリング・ストーンズ	クイーン	ビートルズ	レッド・ツェッペリン
q_028	「これさえあれば幸せになれる」とまで言われた、白黒テレビ・洗濯機・冷蔵庫の3点セットは何と呼ばれ、人々の憧れの的となったか。	三種の神器	白黒テレビ・洗濯機・冷蔵庫は、皇位の象徴になぞらえて「三種の神器」と呼ばれ、家庭の憧れとなった。\n【A】家電製品全般を指す一般的な言い方。\n【B】この時期に使われた呼び名ではない。\n【C】この時期に使われた呼び名ではない。\n【D】✓この3品目に付けられた呼び名。	3	文明の利器	家庭革命	近代化三品目	三種の神器
q_029	その後、カラーテレビ・クーラー・自動車（カー）の3つが新たな憧れとして、頭文字から何と呼ばれたか。	3C（新・三種の神器）	カラーテレビ・クーラー・カーの3つは頭文字から「3C」と呼ばれ、新たな豊かさの象徴とされた。\n【A】✓この3品目に付けられた呼び名。\n【B】この時期に使われた呼び名ではない。\n【C】この時期に使われた呼び名ではない。\n【D】この時期に使われた呼び名ではない。	0	3C	3S	3K	3M
q_030	日本航空機が乗っ取られた「よど号ハイジャック事件」で、犯人グループが最終的に亡命した国はどこか。	よど号ハイジャック事件	よど号ハイジャック事件の犯人グループは、最終的に北朝鮮へ亡命した。\n【A】この事件で亡命した国ではない。\n【B】✓犯人グループが最終的に亡命した国。\n【C】この事件で亡命した国ではない。\n【D】当初の要求先とされたが、実際の亡命先ではない。	1	中国	北朝鮮	ソ連	キューバ
q_031	新聞の懸賞小説として見いだされ、後に映画化・ドラマ化もされて多くの人に読まれた三浦綾子の代表作は次のうちどれか。	三浦綾子/氷点	「氷点」は三浦綾子が新聞の懸賞小説に入選した作品で、後に映画やドラマにもなった。\n【A】三浦綾子の別の代表作。\n【B】三浦綾子のエッセイ・自伝的作品。\n【C】✓この作品の題名。\n【D】「氷点」の続編。	2	塩狩峠	道ありき	氷点	続氷点
q_032	炭鉱町・筑豊を舞台に、若者たちの青春群像を描いた五木寛之の長編小説は次のうちどれか。	五木寛之/青春の門	「青春の門」は五木寛之による長編小説で、炭鉱町・筑豊を舞台にした青春群像として広く読まれた。\n【A】五木寛之の別の作品。\n【B】五木寛之の別の長編作品。\n【C】五木寛之のエッセイ集。\n【D】✓この長編小説の題名。	3	蒼ざめた馬を見よ	戒厳令の夜	風に吹かれて	青春の門
q_033	大学生の恋愛と生き方を描き、芥川賞を受賞した柴田翔の小説は次のうちどれか。	柴田翔/されどわれらが日々―	「されどわれらが日々―」は芥川賞を受賞した柴田翔の代表作である。\n【A】✓芥川賞を受賞した作品。\n【B】この題名の作品は存在しない。\n【C】同時代を舞台にした別作品・映画の題名。\n【D】戦後を代表する別の小説・映画の題名。	0	されどわれらが日々―	されどわれらの明日	若者たち	青い山脈
q_034	学生生活の苦悩をつづった日記が没後に出版され、多くの若者の共感を呼んだ「二十歳の原点」の著者は誰か。	高野悦子/二十歳の原点	「二十歳の原点」は高野悦子が生前につけていた日記をもとに、没後に刊行された。\n【A】1960年の安保闘争で亡くなった学生。\n【B】✓この日記の著者。\n【C】「感傷旅行」などで知られる作家。\n【D】現代の小説家。	1	樺美智子	高野悦子	田辺聖子	山本文緒
q_035	若者たちの退廃的な生活を鮮烈に描き、大きな衝撃を与えた村上龍のデビュー作は次のうちどれか。	村上龍/限りなく透明に近いブルー	「限りなく透明に近いブルー」は村上龍のデビュー作で、群像新人文学賞と芥川賞を受賞した。\n【A】村上龍の後の長編作品。\n【B】村上龍の後の長編作品。\n【C】✓村上龍のデビュー作。\n【D】村上龍の後の長編作品。	2	コインロッカー・ベイビーズ	五分後の世界	限りなく透明に近いブルー	69
q_036	著者自身の型破りな小学校時代を描き、大ベストセラーとなった黒柳徹子の自伝的作品は次のうちどれか。	黒柳徹子/窓ぎわのトットちゃん	「窓ぎわのトットちゃん」は黒柳徹子の自伝的作品で、刊行後に大ベストセラーとなった。\n【A】この題名の代表作は存在しない。\n【B】黒柳徹子が司会を務めるテレビ番組の名称。\n【C】高峰秀子の自伝的エッセイ。\n【D】✓この著作の題名。	3	女ひとり旅	徹子の部屋	わたしの渡世日記	窓ぎわのトットちゃん
q_037	のちに映画化もされて人気を博した、森村誠一の社会派推理小説は次のうちどれか。	森村誠一/人間の証明	「人間の証明」は森村誠一の推理小説で、刊行の翌年に映画化されて話題となった。\n【A】✓この推理小説の題名。\n【B】森村誠一の別の推理小説。\n【C】森村誠一のノンフィクション作品。\n【D】この題名の代表作は存在しない。	0	人間の証明	野生の証明	悪魔の飽食	青春の証明
q_038	大学病院を舞台に、医局内の権力争いを描いた山崎豊子の代表作は次のうちどれか。	山崎豊子/白い巨塔	「白い巨塔」は山崎豊子の代表作で、大学病院内の権力争いを描き広く読まれた。\n【A】山崎豊子の別の代表作。\n【B】✓この小説の題名。\n【C】山崎豊子の別の代表作。\n【D】山崎豊子の別の代表作。	1	華麗なる一族	白い巨塔	不毛地帯	大地の子
q_039	認知症の老いと介護の問題を鋭く描き、大きな反響を呼んだ有吉佐和子の小説は次のうちどれか。	有吉佐和子/恍惚の人	「恍惚の人」は有吉佐和子が発表した小説で、認知症の老人の介護を描き社会的反響を呼んだ。\n【A】有吉佐和子の別の代表作。\n【B】有吉佐和子の別の代表作。\n【C】✓この小説の題名。\n【D】有吉佐和子の公害を扱ったノンフィクション。	2	華岡青洲の妻	紀ノ川	恍惚の人	複合汚染
q_040	江戸時代のキリシタン弾圧を題材にした、遠藤周作の代表作は次のうちどれか。	遠藤周作/沈黙	「沈黙」は遠藤周作の代表作で、江戸時代のキリシタン弾圧を題材にしている。\n【A】遠藤周作の別の代表作。\n【B】遠藤周作の晩年の代表作。\n【C】遠藤周作の別の代表作。\n【D】✓この小説の題名。	3	海と毒薬	深い河	侍	沈黙
q_041	モデルのツイッギー来日をきっかけに、日本の若い女性たちの間で大流行したファッションは次のうちどれか。	ミニスカート流行	ツイッギーの来日をきっかけに、日本でもミニスカートが若い女性の間で大流行した。\n【A】✓このとき流行したファッション。\n【B】この時期に主流だったのは別のスタイル。\n【C】後の時代に流行した別のスタイル。\n【D】後年に流行した髪型のスタイル。	0	ミニスカート	ロングスカート	パンタロン	ワンレングス
q_042	中山律子ら人気プロ選手の活躍もあって、日本中が熱狂したスポーツブームは次のうちどれか。	ボウリングブーム	中山律子ら人気プロボウラーの活躍によってボウリングが空前のブームとなった。\n【A】この時期に特にブームとなったわけではない競技。\n【B】✓この時期に空前のブームとなった競技。\n【C】後年に人気が高まった競技。\n【D】後年に人気が高まった競技。	1	卓球	ボウリング	テニス	体操
q_043	日清食品が発売し、世界初の即席麺として日本の食卓を大きく変えた商品は次のうちどれか。	チキンラーメン発売	チキンラーメンは日清食品から発売された、世界初の即席麺とされる商品である。\n【A】後年に発売されたカップ麺。\n【B】後年に発売されたカップうどん。\n【C】✓この即席麺の商品名。\n【D】後年に発売された即席麺。	2	カップヌードル	どん兵衛	チキンラーメン	サッポロ一番
q_044	メーカー同士の価格競争によって急速に安くなり、家庭や職場に広く普及した電子機器は次のうちどれか。	電卓の普及	電卓はメーカー間の価格競争によって急速に安くなり、家庭や職場に広く普及した。\n【A】この時期に普及した別の電子機器。\n【B】後年に普及し始めた機器。\n【C】後年に発売されたゲーム機。\n【D】✓急速に普及した電子機器。	3	ラジカセ	ワープロ	ファミコン	電卓
q_045	銀座のみゆき通りにたむろした若者たちのファッションから名付けられたスタイルは次のうちどれか。	みゆき族	銀座のみゆき通りに集まった若者たちのファッションは「みゆき族」と呼ばれた。\n【A】✓この呼び名。\n【B】後年に原宿で見られたスタイル。\n【C】後年の黒ずくめファッションを指す言葉。\n【D】戦後間もない時期の若者風俗を指す言葉。	0	みゆき族	竹の子族	カラス族	太陽族
q_046	六本木などの店で音楽に合わせて踊りを楽しむことが、若者の間で大流行した娯楽は次のうちどれか。	ディスコブーム	六本木などのディスコで音楽に合わせて踊ることが若者の間で流行した。\n【A】ジャズを聴きながら過ごす喫茶店。\n【B】✓この時期に流行した娯楽。\n【C】生演奏を聴く音楽施設。\n【D】戦後間もない時期に見られた社交場。	1	ジャズ喫茶	ディスコ	ライブハウス	ダンスホール
q_047	学生運動の高まりとともに、反戦歌や社会派の歌詞で若者の心をつかんだ音楽ジャンルは次のうちどれか。	フォークソングブーム	フォークソングは反戦や社会への思いを歌う若者たちに支持され広まった。\n【A】大人向けの歌謡曲のジャンル。\n【B】少し前に流行したバンド音楽。\n【C】✓このとき広まった音楽ジャンル。\n【D】後の時代に広まった呼び方。	2	ムード歌謡	グループ・サウンズ	フォークソング	ニューミュージック
q_048	「アンアン」の愛称で親しまれ、日本初の本格的な女性向けファッション雑誌となったのは次のうちどれか。	an・an創刊	「an・an」は日本初の本格的な女性向けファッション雑誌とされ、「アンアン」の愛称で親しまれた。\n【A】後年創刊のファッション誌。\n【B】後年創刊のファッション誌。\n【C】翌年に創刊されたファッション誌。\n【D】✓この雑誌の名称。	3	JJ	CanCam	non-no	an・an
q_049	「ノンノ」の愛称で親しまれ、「an・an」とともに女性のファッションをリードした雑誌は次のうちどれか。	non-no創刊	「non-no」は「an・an」とともに人気を集めた女性ファッション誌である。\n【A】✓この雑誌の名称。\n【B】前年に創刊されたファッション誌。\n【C】後年創刊のファッション誌。\n【D】後年創刊のファッション誌。	0	non-no	an・an	ViVi	MORE
q_050	ヴァンヂャケット（VAN）が火付け役となり、若者の間で広まったアメリカ東海岸風のファッションスタイルは次のうちどれか。	アイビールック	アイビールックはヴァンヂャケットが広め、若者のファッションとして定着したスタイルである。\n【A】イギリス発祥の別のファッションスタイル。\n【B】✓このファッションスタイルの名称。\n【C】アメリカで広まった別のスタイル。\n【D】後の時代に人気となったスタイル。	1	モッズルック	アイビールック	ヒッピールック	ニュートラ
