# set_id=classical_japanese_vocabulary_v1
# title=古文単語
# version=1
id	prompt	keyword	explanation	correct_index	choice_a	choice_b	choice_c	choice_d
q_014	古文の「あさまし」の意味に最も近いものはどれですか。	驚きあきれるほどだ	「あさまし」は予想外のことに驚きあきれる気持ちを表します。	1	朝が早い	驚きあきれるほどだ	心が穏やかだ	身分が高い
q_015	古文の「すさまじ」の意味に最も近いものはどれですか。	興ざめだ・面白くない	古文では、調和を欠いて興ざめな様子を表します。	2	勢いが激しい	恐怖で震える	興ざめだ・面白くない	勇ましい
q_016	古文の「つれづれなり」の意味はどれですか。	することがなく退屈だ	何もすることがなく、手持ち無沙汰な状態です。	3	連れが多くにぎやかだ	忙しく落ち着かない	旅を続けている	することがなく退屈だ
q_017	古文の「つれなし」の意味に最も近いものはどれですか。	冷淡だ・平然としている	相手への思いやりを見せず、そ知らぬ様子を表します。	0	冷淡だ・平然としている	仲がよい	連れがいない	悲しみに沈む
q_018	古文の「かたはらいたし」の意味に最も近いものはどれですか。	きまりが悪い・見苦しい	そばで見聞きして、恥ずかしい・見苦しいと感じることです。	1	脇腹が痛い	きまりが悪い・見苦しい	片側が狭い	体調が悪い
q_019	古文の「わびし」の意味に最も近いものはどれですか。	つらい・心細い	思いどおりにならず、つらく心細い状態を表します。	2	静かで美しい	質素で趣がある	つらい・心細い	わがままだ
q_020	古文の「くちをし」の意味はどれですか。	残念だ	期待どおりでなく、残念に思う気持ちを表します。	3	口が痛い	味が悪い	話したくない	残念だ
q_021	古文の「ねんごろなり」の意味に最も近いものはどれですか。	熱心だ・親密だ	心を込めて丁寧なことや、関係が親しいことを表します。	0	熱心だ・親密だ	眠そうだ	不注意だ	冷淡だ
q_022	古文の「言ふもおろかなり」の意味はどれですか。	言葉では言い尽くせない	この表現の「おろかなり」は、言葉にするだけでは不十分という意味です。	1	言うことが愚かだ	言葉では言い尽くせない	言う必要がない	話が間違っている
q_023	古文の「あてなり」の意味に最も近いものはどれですか。	身分が高く上品だ	「あてなり」は高貴で上品な様子を表します。	2	目的が明確だ	乱暴である	身分が高く上品だ	当てにならない
q_024	古文の「きよらなり」の意味に最も近いものはどれですか。	非常に美しい	「きよらなり」は、並外れて美しく輝くような様子です。	3	清潔であるだけ	静かである	正直である	非常に美しい
q_025	古文の「いうなり（優なり）」の意味はどれですか。	上品で優美だ	「優なり」は優雅で上品な様子を表します。	0	上品で優美だ	勇気がある	言うとおりだ	優先される
q_026	古文の「さらなり」の意味はどれですか。	言うまでもない	「さらなり」は、改めて言うまでもないという意味です。	1	新しい	言うまでもない	さらに多い	更地である
q_027	古文の「げに」の意味はどれですか。	なるほど・本当に	「げに」は話や状況に納得する「なるほど、本当に」です。	2	仮に	次第に	なるほど・本当に	急に
q_028	古文の「なほ」の意味として適切なものはどれですか。	やはり・それでも	「なほ」は、やはり、依然として、さらに、などを表します。	3	すぐに	まったく	たまたま	やはり・それでも
q_029	古文の「やがて」の意味として適切なものはどれですか。	そのまま・すぐに	古文の「やがて」は状態が続く「そのまま」や「すぐに」を表します。	0	そのまま・すぐに	かなり後で	少しずつ	おそらく
q_030	古文の「つとめて」が表す時間帯はどれですか。	早朝	「つとめて」は早朝を表します。	1	真夜中	早朝	正午	夕暮れ
q_031	古文の「あした」が表す時間帯はどれですか。	朝	古文の「あした」は翌日だけでなく朝を表します。	2	深夜	夕方	朝	昼過ぎ
q_032	古文の「よひ」が表す時間帯はどれですか。	日が暮れて間もないころ	「よひ」は夜の初め、日没後しばらくの時間です。	3	夜明け前	正午ごろ	真夜中	日が暮れて間もないころ
q_033	古文の「つごもり」はいつを表しますか。	月の末日ごろ	月が隠れて見えないころから、月末を表します。	0	月の末日ごろ	月の初日	満月の夜	年の初めだけ
q_034	古文の「おどろく」の意味として適切なものはどれですか。	目を覚ます・はっと気づく	古文では眠りから覚める、気づくという意味があります。	1	大声を出す	目を覚ます・はっと気づく	怖がって逃げる	驚かせる
q_035	古文の「ののしる」の意味として適切なものはどれですか。	大声で騒ぐ・評判になる	古文では大声で騒ぐことや、世間で評判になることを表します。	2	悪口だけを言う	静かに話す	大声で騒ぐ・評判になる	祈りをささげる
q_036	古文の「わたる」の意味として適切なものはどれですか。	行く・ずっと続ける	場所を移動するほか、ある動作を継続する意味があります。	3	橋だけを渡る	物を手渡す	一度だけ試す	行く・ずっと続ける
q_037	古文の「ながむ」の意味として適切なものはどれですか。	物思いにふけって見る	古文では物思いをしながらじっと見る意味で使われます。	0	物思いにふけって見る	長さを測る	声に出して読む	近くを見回す
q_038	古文の「まもる」の意味として適切なものはどれですか。	じっと見つめる	古文の「まもる」には目を離さず見つめる意味があります。	1	規則を守るだけ	じっと見つめる	人を保護する	秘密にする
q_039	古文の「みゆ」の意味として適切なものはどれですか。	見える・思われる	「みゆ」は自然に見える、そう思われるという意味などを表します。	2	自分から見る	見せつける	見える・思われる	見失う
q_040	古文の「ありく」の意味として適切なものはどれですか。	歩き回る・し続ける	「ありく」は移動するほか、動作を継続する意味があります。	3	存在しない	走って逃げる	道に迷う	歩き回る・し続ける
q_041	古文の「おこたる」の意味として適切なものはどれですか。	病気がよくなる	古文の「おこたる」には病気が回復する意味があります。	0	病気がよくなる	仕事を怠けるだけ	病気が悪化する	怒り出す
q_042	古文の「なやむ」の意味として適切なものはどれですか。	病気になる・苦しむ	古文では病気や苦痛で苦しむことを表します。	1	考え込むだけ	病気になる・苦しむ	問題を解決する	不満を言う
q_043	古文の「こうず（困ず）」の意味はどれですか。	疲れる・困る	「困ず」は疲労する、困窮するという意味です。	2	講義する	恋い慕う	疲れる・困る	興奮する
q_044	古文の「あく（飽く）」の意味はどれですか。	満足する	十分に満ち足りることを「飽く」といいます。	3	空間が開く	夜が明ける	嫌いになる	満足する
q_045	古文の「おぼゆ」の意味として適切なものはどれですか。	自然に思われる・感じる	「おぼゆ」は自然発生・受身・可能などの意味を表します。	0	自然に思われる・感じる	必ず暗記する	わざと忘れる	命令する
q_046	古文の「きこゆ」が謙譲語として使われるときの意味はどれですか。	申し上げる	「きこゆ」は謙譲語として「申し上げる」を表します。	1	お聞きになる	申し上げる	聞こえなくなる	尋ね返す
q_047	古文の「まうす（申す）」が謙譲語として使われるときの意味はどれですか。	申し上げる	「申す」は「言ふ」の謙譲語です。	2	おっしゃる	命令なさる	申し上げる	お聞きする
q_048	古文の「たまふ」が尊敬語として使われるときの意味はどれですか。	お与えになる・なさる	「たまふ」は動作主を高める尊敬語として使われます。	3	いただく	申し上げる	お仕えする	お与えになる・なさる
q_049	古文の「はべり」が丁寧語として使われるときの意味はどれですか。	ございます	「はべり」は丁寧語として「あります・ございます」を表します。	0	ございます	いらっしゃる	申し上げる	お与えになる
q_050	古文の「さぶらふ」が謙譲語として使われるときの意味はどれですか。	お仕え申し上げる	「さぶらふ」は高貴な人のそばに控え、お仕えする意味です。	1	お呼びになる	お仕え申し上げる	お休みになる	お目にかける
