# set_id=junior_high_math_basics_v1
# title=中学数学の基礎
# version=1
id	prompt	keyword	explanation	correct_index	choice_a	choice_b	choice_c	choice_d
q_035	半径2cm、高さ5cmの円柱の体積はどれですか。	20πcm³	底面積4πに高さ5を掛けます。	2	10πcm³	14πcm³	20πcm³	40πcm³
q_036	1、3、5、7の平均値はどれですか。	4	合計16を個数4で割ります。	3	3	5	16	4
q_037	2、4、4、9、10の中央値はどれですか。	4	小さい順の中央の値です。	0	4	5	5.8	9
q_038	1、2、2、3、5の最頻値はどれですか。	2	最も多く現れる値です。	1	1	2	3	5
q_039	4、7、9、12の範囲はどれですか。	8	最大値12から最小値4を引きます。	2	4	12	8	32
q_040	硬貨を1回投げるとき、表が出る確率はどれですか。	1/2	同様に確からしい結果は表と裏の2通りです。	3	0	1/3	1	1/2
q_041	さいころを1回投げるとき、3の倍数が出る確率はどれですか。	1/3	該当する目は3と6の2つで2/6です。	0	1/3	1/6	1/2	2/3
q_042	袋に赤玉2個、白玉3個があります。1個取り出すとき赤玉の確率はどれですか。	2/5	全5個のうち赤玉は2個です。	1	1/5	2/5	3/5	2/3
q_043	√49の値はどれですか。	7	7²=49なので正の平方根は7です。	2	-7	14	7	49
q_044	√12を簡単にした形はどれですか。	2√3	12=4×3なので√12=2√3です。	3	3√2	4√3	6	2√3
q_045	(x+3)(x+2)を展開した式はどれですか。	x²+5x+6	各項を掛けて同類項をまとめます。	0	x²+5x+6	x²+6x+5	x²+5	x²+6
q_046	x²+7x+12を因数分解した式はどれですか。	(x+3)(x+4)	積が12、和が7になる3と4を使います。	1	(x+2)(x+6)	(x+3)(x+4)	(x-3)(x-4)	(x+1)(x+12)
q_047	方程式 x²=25 の解はどれですか。	x=5またはx=-5	2乗して25になる数は±5です。	2	x=5のみ	x=-5のみ	x=5またはx=-5	x=25
q_048	二次方程式 x²-5x+6=0 の解はどれですか。	x=2またはx=3	(x-2)(x-3)=0と因数分解します。	3	x=-2またはx=-3	x=1またはx=6	x=5またはx=6	x=2またはx=3
q_049	二次関数 y=x²でx=-3のとき、yはいくつですか。	9	(-3)²=9です。	0	9	-9	-6	6
q_050	縮尺1:1000の地図で2cmの長さは、実際には何mですか。	20m	2cm×1000=2000cm=20mです。	1	2m	20m	200m	2000m
