# set_id=nissho_boki3_v1
# title=実践簿記3級（第2・3問対策）
# version=1
id	prompt	keyword	explanation	correct_index	choice_a	choice_b	choice_c	choice_d
supplies_calc	期中に接着剤や染料などの消耗品30,000円を購入し、全額「消耗品費」として処理していました。期末に棚卸しをしたところ、未使用分が5,000円ありました。損益計算書に計上される当期の消耗品費はいくらですか。	消耗品の決算整理（費用処理時）	購入時すべて費用にしていますが、未使用分は次期の資産となるため費用から除外します。30,000円－5,000円＝25,000円が当期の正しい消費額です。	1	30,000円	25,000円	5,000円	35,000円
aux_book_purchase	レザークラフト用の金具を仕入先から掛けで購入しました。この取引を記録する補助簿の正しい組み合わせを選んでください。	補助簿の選択（掛仕入）	商品の仕入れの明細を記録する「仕入帳」と、仕入先ごとの買掛金残高を管理する「買掛金元帳（仕入先元帳）」の両方に記入します。	3	売上帳、買掛金元帳	仕入帳、売掛金元帳	現金出納帳、仕入帳	仕入帳、買掛金元帳
aux_book_sales	制作したキーケースを得意先に販売し、代金は同店振り出しの小切手で受け取りました。この取引を記録する補助簿の正しい組み合わせを選んでください。	補助簿の選択（現金売上）	他人振出小切手は「現金」として扱うため「現金出納帳」に記入し、商品の売上の明細を「売上帳」に記入します。掛取引ではないため元帳は不要です。	0	現金出納帳、売上帳	当座預金出納帳、売上帳	売上帳、売掛金元帳	現金出納帳、受取手形記入帳
aux_book_return	以前掛けで販売した商品の一部に不具合があり、返品を受けました。この取引を記録する補助簿の正しい組み合わせを選んでください。	補助簿の選択（売上戻り）	売上が取り消されるため「売上帳」にマイナスとして記入し、同時に請求権も消滅するため「売掛金元帳（得意先元帳）」も減額記入します。	1	仕入帳、買掛金元帳	売上帳、売掛金元帳	売上帳、現金出納帳	商品有高帳、売掛金元帳
inv_fifo_calc	名刺入れの仕入記録です。1日：前月繰越10個（@1,000円）、15日：仕入10個（@1,200円）。20日に15個を販売した場合、先入先出法による売上原価はいくらですか。	商品有高帳（先入先出法）	古いものから売れたと仮定します。1日分の10個（10,000円）と、15日分のうち5個（6,000円）が売れた計算となり、合計16,000円が原価です。	2	15,000円	18,000円	16,000円	16,500円
inv_moving_avg	上記の仕入記録（1日：10個@1,000円、15日：10個@1,200円）において、移動平均法を採用した場合の15日時点での平均単価はいくらですか。	商品有高帳（移動平均法）	仕入れるたびに在庫の総額を総数量で割って平均を出します。（10,000円＋12,000円）÷ 20個 ＝ @1,100円となります。	0	1,100円	1,000円	1,200円	1,050円
bs_cash_calc	決算にあたり、金庫内を確認しました。紙幣・硬貨50,000円、他人振出小切手20,000円、郵便切手3,000円がありました。貸借対照表の「現金」として計上される金額はいくらですか。	現金の範囲（ストックの確定）	他人振出小切手はすぐに換金できるため会計上の「現金」に含めます。郵便切手は「通信費（または貯蔵品）」です。50,000＋20,000＝70,000円となります。	2	50,000円	53,000円	70,000円	73,000円
pl_sales_net	決算整理前残高試算表において、売上高が800,000円でした。期中に生じた売上値引10,000円と発送費5,000円が未処理であることが判明しました。正しい純売上高はいくらですか。	純売上高の算定	売上値引は売上高から直接控除します。発送費は当方負担の販売経費（費用）であり、売上高からは引きません。800,000－10,000＝790,000円です。	1	800,000円	790,000円	785,000円	795,000円
unpaid_tax	当期の法人税等が80,000円と計算されました。期中に中間申告として30,000円を仮払法人税等として支払済です。貸借対照表に計上される未払法人税等はいくらですか。	法人税等の決算処理	確定した税額から、すでに前払いしている金額を差し引いた残額が決算後に支払うべき義務となります。80,000－30,000＝50,000円です。	3	80,000円	30,000円	110,000円	50,000円
close_to_capital	損益勘定において、借方（費用の合計）が400,000円、貸方（収益の合計）が600,000円でした。この差額200,000円を純資産に振り替えるための正しい仕訳を選んでください。	当期純利益の振替	収益が上回っているため当期純利益（200,000円）が発生しています。損益勘定をゼロにするため借方に記帳し、同額を純資産の増加として「繰越利益剰余金」の貸方に記帳します。	1	（借）繰越利益剰余金 200,000\n（貸）損益 200,000	（借）損益 200,000\n（貸）繰越利益剰余金 200,000	（借）損益 200,000\n（貸）資本金 200,000	（借）資本金 200,000\n（貸）損益 200,000
voucher_cash_sale	制作した革小物を現金で販売した。3伝票制において使用する伝票はどれか。	伝票会計（入金伝票）	現金の入金を伴う取引はすべて「入金伝票」に起票します。	0	入金伝票	出金伝票	振替伝票	売上伝票
voucher_credit_purchase	工房用の備品を後払いで購入した。3伝票制において使用する伝票はどれか。	伝票会計（振替伝票）	現金の入出金を一切伴わない取引（後払いや掛け取引など）は「振替伝票」に起票します。	2	入金伝票	出金伝票	振替伝票	仕入伝票
voucher_part_payment	商品50,000円を仕入れ、代金のうち20,000円は現金で、残額は掛けとした。これを一部現金取引として2つの伝票に分割起票する場合、正しい組み合わせはどれか。	伝票会計（一部現金取引）	20,000円分を現金の支払い（出金伝票）、残り30,000円分を現金が動かない取引（振替伝票）として分けて起票します。	1	入金伝票と振替伝票	出金伝票と振替伝票	出金伝票と入金伝票	振替伝票2枚
aux_petty_cash	スタッフに工房の消耗品費を支払うため、小切手を振り出して小口現金係に前渡しした。記入すべき補助簿の組み合わせはどれか。	補助簿（小口現金出納帳）	小切手振出による当座預金の減少を「当座預金出納帳」に、手元資金の増加を「小口現金出納帳」に記録します。	3	現金出納帳、当座預金出納帳	当座預金出納帳、仕入帳	小口現金出納帳、現金出納帳	当座預金出納帳、小口現金出納帳
aux_fixed_asset	革用ミシンを購入し、代金は翌月末に支払うことにした。記入すべき補助簿の正しい組み合わせはどれか。	補助簿（固定資産台帳）	備品（有形固定資産）の購入なので「固定資産台帳」に記録します。商品ではないため仕入帳や買掛金元帳は使いません。	2	固定資産台帳、買掛金元帳	仕入帳、買掛金元帳	固定資産台帳のみ	仕入帳、現金出納帳
cash_short_discovery	金庫の現金を数えたところ、帳簿残高より2,000円少なかった。不足が判明した時点での正しい仕訳はどれか。	現金過不足の発生	実際の現金が少ないため、帳簿上の「現金（資産）」を貸方に記帳して減らし、借方に「現金過不足」を計上して一致させます。	0	（借）現金過不足 2,000\n（貸）現金 2,000	（借）現金 2,000\n（貸）現金過不足 2,000	（借）雑損 2,000\n（貸）現金 2,000	（借）雑損 2,000\n（貸）現金過不足 2,000
cash_short_closing	決算日になっても、上記の現金不足2,000円の原因が判明しなかった。決算整理仕訳として正しいものはどれか。	現金過不足の決算整理	期末時点で残っている借方の現金過不足を貸方に記帳して消去し、原因不明の不足額は「雑損（費用）」として借方に振り替えます。	1	（借）現金過不足 2,000\n（貸）雑損 2,000	（借）雑損 2,000\n（貸）現金過不足 2,000	（借）雑益 2,000\n（貸）現金過不足 2,000	（借）雑損 2,000\n（貸）現金 2,000
tax_consum_closing	決算において、期中に受け取った仮受消費税80,000円と、支払った仮払消費税30,000円を相殺し、納付額を確定させる仕訳の貸方はどれか。	消費税の決算整理	借方に仮受消費税80,000、貸方に仮払消費税30,000を記帳して両者を相殺し、差額の50,000円は「未払消費税（負債）」として貸方に計上します。	3	租税公課 50,000	法人税等 50,000	未払金 50,000	未払消費税 50,000
tax_corp_interim	期中に法人税等の中間申告を行い、40,000円を現金で納付した。この時の正しい仕訳（借方）はどれか。	法人税等の中間申告	決算前に前払いした法人税は、一旦「仮払法人税等（資産）」として借方に計上します。決算時に法人税等（費用）に振り替えます。	2	（借）法人税等 40,000	（借）未払法人税等 40,000	（借）仮払法人税等 40,000	（借）租税公課 40,000
bank_overdraft_close	当座預金勘定の残高が貸方（マイナス）15,000円の状態で決算を迎えた。決算整理仕訳における貸方の勘定科目はどれか。	当座借越の振替	当座預金のマイナスは銀行からの短期借入を意味します。決算時に当座預金（借方）をゼロに戻し、貸方に「当座借越（または借入金）」という負債を計上します。	1	支払手形	当座借越	未払金	買掛金
promissory_note_pay	仕入先への買掛金30,000円を支払うため、約束手形を振り出して渡した。この時の正しい仕訳はどれか。	約束手形の振出し	買掛金（負債）を借方に記帳して減額し、手形代金を支払う義務である「支払手形（負債）」を貸方に記帳して増加させます。	0	（借）買掛金 30,000\n（貸）支払手形 30,000	（借）支払手形 30,000\n（貸）買掛金 30,000	（借）買掛金 30,000\n（貸）受取手形 30,000	（借）受取手形 30,000\n（貸）買掛金 30,000
defer_unearned_rent	決算において、受け取っていた地代（受取地代）のうち、次期分が20,000円含まれていることが判明した。これを繰り延べる仕訳の貸方はどれか。	収益の繰延べ仕訳	当期の収益を減らすため借方に「受取地代」を記帳し、次期に場所を提供する義務として貸方に「前受地代（負債）」を計上します。	2	未収地代	前払地代	前受地代	未払地代
accrue_unpaid_salary	従業員への給料（当期分）150,000円が未払いである。この見越し計上を行う決算整理仕訳の貸方はどれか。	費用の見越し仕訳	当期の「給料（費用）」を借方に計上し、後で支払う義務を「未払費用（または未払給料）」として貸方に計上します。	3	給料	前払費用	仮受金	未払費用
elec_record_debt	買掛金60,000円の支払いについて、取引銀行を通じて電子記録債務の発生記録を行った。正しい仕訳はどれか。	電子記録債務	買掛金（負債）を借方に記帳して消去し、代わりに「電子記録債務（負債）」を貸方に計上します。	1	（借）電子記録債務 60,000\n（貸）買掛金 60,000	（借）買掛金 60,000\n（貸）電子記録債務 60,000	（借）買掛金 60,000\n（貸）支払手形 60,000	（借）電子記録債権 60,000\n（貸）買掛金 60,000
shipping_on_sales	商品を販売し、運送会社への発送費3,000円を現金で支払った。この発送費は当社負担とする。正しい仕訳の借方はどれか。	発送費（当社負担）	当社が負担する商品の発送費用は「発送費（費用）」として借方に計上します。売上高から引いてはいけません。	2	仕入	売上	発送費	立替金
shipping_on_purchase	商品を仕入れ、運送会社への引取運賃2,000円を現金で支払った。正しい仕訳の借方はどれか。	引取運賃（仕入諸掛）	商品を仕入れるために直接かかった費用（引取運賃など）は、商品の購入代金に含めて「仕入（費用）」の借方に加算します。	0	仕入	支払手数料	発送費	商品
return_purchase_credit	先日掛けで仕入れた商品の一部（10,000円）にキズがあったため、返品した。正しい仕訳はどれか。	仕入戻し（返品）	仕入を無かったことにするため貸方に「仕入」を記帳し、代金を支払う義務も消滅するため借方に「買掛金」を記帳して減らします。	1	（借）仕入 10,000\n（貸）買掛金 10,000	（借）買掛金 10,000\n（貸）仕入 10,000	（借）売上 10,000\n（貸）売掛金 10,000	（借）売掛金 10,000\n（貸）売上 10,000
tax_property_accrual	工房の固定資産税50,000円の納税通知書を受け取ったが、支払いは後日行うことにした。通知時の正しい仕訳（借方）はどれか。	租税公課（固定資産税）	固定資産税や自動車税などの税金は、通知書を受け取った時点で「租税公課（費用）」として借方に計上し、貸方は未払金とします。	2	（借）未払金 50,000	（借）法人税等 50,000	（借）租税公課 50,000	（借）仮払金 50,000
credit_card_fee	顧客が10,000円の商品をクレジットカードで支払った。信販会社への決済手数料は2％である。借方に計上される「支払手数料」はいくらか。	クレジット売掛金の手数料	売上高10,000円の2％である200円を、販売時の費用（支払手数料）として借方に計上します。残額の9,800円がクレジット売掛金になります。	0	200円	10,000円	9,800円	0円
dividend_payout	決算において、繰越利益剰余金から100,000円を株主への配当として支払う決議をした。この時の正しい仕訳はどれか。	剰余金の配当	純資産である「繰越利益剰余金」を借方に記帳して減らし、後日支払う義務として貸方に「未払配当金（負債）」を計上します。	3	（借）未払配当金 100,000\n（貸）繰越利益剰余金 100,000	（借）配当金 100,000\n（貸）現金 100,000	（借）資本金 100,000\n（貸）未払配当金 100,000	（借）繰越利益剰余金 100,000\n（貸）未払配当金 100,000
buy_tochigi_leather	栃木レザー社から革材50,000円を掛けで仕入れた。正しい仕訳はどれか。	掛仕入	商品を掛けで仕入れたため、借方に「仕入（費用）」、貸方に「買掛金（負債）」を記帳します。	1	（借）買掛金 50,000\n（貸）仕入 50,000	（借）仕入 50,000\n（貸）買掛金 50,000	（借）仕入 50,000\n（貸）未払金 50,000	（借）未払金 50,000\n（貸）仕入 50,000
sell_stained_glass	ステンドグラスレザーで制作した名刺入れを販売し、代金12,000円は同店振出しの小切手で受け取った。	他人振出小切手の受取	他人が振り出した小切手はすぐに換金できるため「現金（資産）」として扱います。	0	（借）現金 12,000\n（貸）売上 12,000	（借）当座預金 12,000\n（貸）売上 12,000	（借）受取手形 12,000\n（貸）売上 12,000	（借）売上 12,000\n（貸）現金 12,000
server_domain_fee	工房のウェブサイトを運用するため、Value DomainとCore Serverの利用料合計8,000円を個人のクレジットカードで支払った。	通信費と未払金	サーバー代やドメイン代は「通信費（費用）」です。クレジットカードの支払いは後日引き落とされるため「未払金（負債）」とします。	3	（借）広告宣伝費 8,000\n（貸）未払金 8,000	（借）通信費 8,000\n（貸）現金 8,000	（借）支払手数料 8,000\n（貸）未払金 8,000	（借）通信費 8,000\n（貸）未払金 8,000
suica_charge_biz	業務用の交通費として、ViewカードからモバイルSuicaに5,000円をチャージした（後日引き落とし）。	旅費交通費の計上	Suicaへのチャージ時（業務利用目的）に「旅費交通費（費用）」を計上し、クレカ決済のため「未払金（負債）」とします。	2	（借）前払金 5,000\n（貸）未払金 5,000	（借）旅費交通費 5,000\n（貸）現金 5,000	（借）旅費交通費 5,000\n（貸）未払金 5,000	（借）仮払金 5,000\n（貸）未払金 5,000
mascot_cat_food	工房の看板猫「bebe」のキャットフード代3,000円を現金で支払った。なお、この支出は店舗の福利厚生費として処理する。	福利厚生費	従業員や店舗の環境維持のための支出として「福利厚生費（費用）」を借方に、現金の減少を貸方に記帳します。	1	（借）雑費 3,000\n（貸）現金 3,000	（借）福利厚生費 3,000\n（貸）現金 3,000	（借）消耗品費 3,000\n（貸）現金 3,000	（借）引出金 3,000\n（貸）現金 3,000
proprietor_child_edu	個人事業主である店主が、中学生の子どもの学用品代10,000円を店の現金から支払った。	引出金（資本の引き出し）	店主個人のための支出は事業の費用にはなりません。「引出金（または資本金）」を借方に記帳して資本を減少させます。	0	（借）引出金 10,000\n（貸）現金 10,000	（借）福利厚生費 10,000\n（貸）現金 10,000	（借）給料 10,000\n（貸）現金 10,000	（借）雑損 10,000\n（貸）現金 10,000
lightroom_sub	商品撮影と画像管理のため、Adobe Lightroomの月額料金2,000円が普通預金から引き落とされた。	通信費（ソフトウェア利用料）	クラウドサービスやソフトウェアのサブスクリプション料金は、一般的に「通信費（または支払手数料）」で処理します。	3	（借）備品 2,000\n（貸）普通預金 2,000	（借）消耗品費 2,000\n（貸）普通預金 2,000	（借）ソフトウェア 2,000\n（貸）普通預金 2,000	（借）通信費 2,000\n（貸）普通預金 2,000
meeting_lunch	取引先との打ち合わせを兼ねて昼食をとり、食事代3,000円を現金で支払った（会議費として処理する）。	会議費	業務に関する打ち合わせ中の飲食代は「会議費（費用）」として借方に計上します。	1	（借）交際費 3,000\n（貸）現金 3,000	（借）会議費 3,000\n（貸）現金 3,000	（借）福利厚生費 3,000\n（貸）現金 3,000	（借）雑費 3,000\n（貸）現金 3,000
pay_domain_cash	未払金として計上していたドメイン更新料8,000円が、クレジットカード代金として普通預金から引き落とされた。	未払金の決済	過去に計上した「未払金（負債）」を借方に記帳して減少させ、普通預金の減少を貸方に記帳します。	2	（借）通信費 8,000\n（貸）普通預金 8,000	（借）未払金 8,000\n（貸）現金 8,000	（借）未払金 8,000\n（貸）普通預金 8,000	（借）普通預金 8,000\n（貸）未払金 8,000
buy_stamps	書類の郵送用に郵便切手2,000円分と、印紙税納付用に収入印紙1,000円分を現金で購入し、ただちに使用した。	通信費と租税公課	郵便切手は「通信費」、収入印紙は「租税公課」として処理します。	0	（借）通信費 2,000\n（借）租税公課 1,000\n（貸）現金 3,000	（借）消耗品費 3,000\n（貸）現金 3,000	（借）租税公課 3,000\n（貸）現金 3,000	（借）通信費 3,000\n（貸）現金 3,000
sell_fixed_asset	不要になった古い革漉き機（取得原価200,000円、減価償却累計額150,000円）を30,000円で売却し、代金は月末に受け取る。	固定資産売却損	帳簿価額（20万－15万＝5万円）の備品を3万円で売却したため、2万円の固定資産売却損（費用）が発生します。代金未収は未収入金です。	2	（借）未収入金 30,000\n（借）減価償却累計額 150,000\n（貸）備品 200,000	（借）売掛金 30,000\n（借）減価償却累計額 150,000\n（借）固定資産売却損 20,000\n（貸）備品 200,000	（借）未収入金 30,000\n（借）減価償却累計額 150,000\n（借）固定資産売却損 20,000\n（貸）備品 200,000	（借）未収入金 30,000\n（借）固定資産売却損 20,000\n（貸）備品 50,000
dish_ingredients	従業員のまかない用として、スーパーでサバ、小松菜、レンコンなどの食材費4,000円を現金で支払った（福利厚生費とする）。	まかない費用の計上	従業員への食事提供費用は「福利厚生費」として借方に計上します。	1	（借）消耗品費 4,000\n（貸）現金 4,000	（借）福利厚生費 4,000\n（貸）現金 4,000	（借）仕入 4,000\n（貸）現金 4,000	（借）給料 4,000\n（貸）現金 4,000
deposit_interest_tax	普通預金に利息1,000円が入金された。ただし、国税等200円が差し引かれており、実際の入金額は800円であった。正しい仕訳の借方はどれか。	受取利息と法人税等	預金利息（収益＝1,000円）から天引きされた税金は「法人税等（または仮払法人税等）」として借方に計上し、残りを普通預金とします。	3	（借）普通預金 1,000	（借）普通預金 800\n（借）租税公課 200	（借）普通預金 800\n（借）支払手数料 200	（借）普通預金 800\n（借）法人税等 200
note_discount	資金繰りのため、手持ちの受取手形100,000円を銀行で割り引いた。割引料3,000円が差し引かれ、残額が当座預金に入金された。	手形の割引	手形を期日前に換金した際の手数料は「手形売却損（費用）」として借方に計上し、受取手形を貸方で減らします。	0	（借）当座預金 97,000\n（借）手形売却損 3,000\n（貸）受取手形 100,000	（借）当座預金 97,000\n（借）支払利息 3,000\n（貸）受取手形 100,000	（借）当座預金 97,000\n（借）支払手数料 3,000\n（貸）受取手形 100,000	（借）当座預金 100,000\n（貸）受取手形 100,000
app_dev_revenue	自社開発した単語学習アプリの広告収入15,000円が、普通預金に振り込まれた（本業以外の収入とする）。	営業外収益（受取手数料など）	本業（革製品の販売など）以外の継続的な収入は、受取手数料や雑益などの「営業外収益」として貸方に計上します。	1	（借）普通預金 15,000\n（貸）売上 15,000	（借）普通預金 15,000\n（貸）受取手数料 15,000	（借）普通預金 15,000\n（貸）前受金 15,000	（借）現金 15,000\n（貸）受取手数料 15,000
issue_check	買掛金40,000円を支払うため、小切手を振り出して仕入先に渡した。	小切手の振出し（当座預金の減少）	自己振出小切手は「当座預金（資産）」の減少として貸方に記帳します。他人振出小切手（現金）との違いに注意してください。	2	（借）買掛金 40,000\n（貸）現金 40,000	（借）買掛金 40,000\n（貸）支払手形 40,000	（借）買掛金 40,000\n（貸）当座預金 40,000	（借）当座預金 40,000\n（貸）買掛金 40,000
receive_own_check	以前、当店が振り出した小切手20,000円を、得意先からの売掛金の回収として再び受け取った。	自己振出小切手の受取	自分が過去に振り出した小切手が戻ってきた場合は、当座預金の増加として処理します。現金にはなりません。	3	（借）現金 20,000\n（貸）売掛金 20,000	（借）受取手形 20,000\n（貸）売掛金 20,000	（借）売掛金 20,000\n（貸）当座預金 20,000	（借）当座預金 20,000\n（貸）売掛金 20,000
rent_deposit	新しい工房を借りるにあたり、敷金（保証金）100,000円と当月分の家賃50,000円を普通預金から振り込んだ。	差入保証金と支払家賃	退去時に返還される敷金は「差入保証金（資産）」、掛け捨ての家賃は「支払家賃（費用）」として借方に計上します。	0	（借）差入保証金 100,000\n（借）支払家賃 50,000\n（貸）普通預金 150,000	（借）支払家賃 150,000\n（貸）普通預金 150,000	（借）前払金 100,000\n（借）支払家賃 50,000\n（貸）普通預金 150,000	（借）仮払金 100,000\n（借）支払家賃 50,000\n（貸）普通預金 150,000
consumable_credit	文房具や梱包資材など15,000円分を購入し、代金は翌月払とした（消耗品費として処理）。	未払金の計上（商品以外）	商品以外のものを後払いで購入した場合は、買掛金ではなく「未払金（負債）」を貸方に計上します。	1	（借）消耗品費 15,000\n（貸）買掛金 15,000	（借）消耗品費 15,000\n（貸）未払金 15,000	（借）消耗品費 15,000\n（貸）前払金 15,000	（借）未払金 15,000\n（貸）消耗品費 15,000
correct_journal_error	売掛金30,000円を現金で回収した際、誤って（借）現金 30,000 （貸）売上 30,000 と記帳していた。これを訂正する仕訳はどれか。	訂正仕訳の論理	誤って計上した「売上」を借方に置いて取り消し、本来減らすべきだった「売掛金」を貸方に置いて減少させます。現金の借方は合っているので触りません。	2	（借）売上 30,000\n（貸）現金 30,000	（借）売掛金 30,000\n（貸）売上 30,000	（借）売上 30,000\n（貸）売掛金 30,000	（借）現金 30,000\n（貸）売掛金 30,000
adv_money_pay	仕入先へ商品を発注し、手付金として現金20,000円を支払った。	前払金の計上	商品を受け取る前に支払った手付金は、後で商品を受け取る権利である「前払金（資産）」として借方に計上します。	0	（借）前払金 20,000\n（貸）現金 20,000	（借）仕入 20,000\n（貸）現金 20,000	（借）前受金 20,000\n（貸）現金 20,000	（借）未払金 20,000\n（貸）現金 20,000
adv_money_receive	上記で発注した商品50,000円が到着し、手付金20,000円を差し引いた残額30,000円を掛けとした。	前払金の充当	商品を仕入れたため借方に「仕入50,000」を計上し、貸方で権利を使った「前払金20,000」を消去、残りを「買掛金30,000」とします。	3	（借）仕入 50,000\n（貸）現金 50,000	（借）仕入 30,000\n（貸）買掛金 30,000	（借）仕入 50,000\n（貸）前払金 50,000	（借）仕入 50,000\n（貸）前払金 20,000\n（貸）買掛金 30,000
receive_adv_cash	得意先から名刺入れの大量注文を受け、手付金として30,000円が普通預金に振り込まれた。	前受金の計上	商品を渡す前に受け取った代金は、後で商品を引き渡す義務である「前受金（負債）」として貸方に計上します。	1	（借）普通預金 30,000\n（貸）売上 30,000	（借）普通預金 30,000\n（貸）前受金 30,000	（借）普通預金 30,000\n（貸）前払金 30,000	（借）普通預金 30,000\n（貸）仮受金 30,000
suspense_payment	スタッフが仕入れに出張するため、旅費の概算額50,000円を現金で手渡した。	仮払金の計上	金額や使い道が確定していない現金の支払いは、一時的に「仮払金（資産）」として借方に計上します。	2	（借）旅費交通費 50,000\n（貸）現金 50,000	（借）前払金 50,000\n（貸）現金 50,000	（借）仮払金 50,000\n（貸）現金 50,000	（借）立替金 50,000\n（貸）現金 50,000
suspense_pay_settle	出張から戻ったスタッフから、旅費45,000円の報告を受け、残額5,000円を現金で受け取った（仮払金50,000円の精算）。	仮払金の精算	貸方に「仮払金50,000」を記帳して消去し、借方に確定した「旅費交通費45,000」と戻ってきた「現金5,000」を記帳します。	0	（借）旅費交通費 45,000\n（借）現金 5,000\n（貸）仮払金 50,000	（借）仮払金 50,000\n（貸）旅費交通費 45,000\n（貸）現金 5,000	（借）旅費交通費 45,000\n（貸）現金 45,000	（借）現金 5,000\n（貸）雑益 5,000
suspense_receipt	普通預金口座に詳細不明の入金80,000円があった。	仮受金の計上	内容が不明な入金があった場合、判明するまで一時的に「仮受金（負債）」として貸方に計上します。	3	（借）普通預金 80,000\n（貸）売上 80,000	（借）普通預金 80,000\n（貸）前受金 80,000	（借）普通預金 80,000\n（貸）売掛金 80,000	（借）普通預金 80,000\n（貸）仮受金 80,000
susp_receipt_settle	上記80,000円の不明入金は、得意先からの売掛金の回収であることが判明した。	仮受金の精算	原因が判明したため、借方に「仮受金」を記帳して消去し、本来減らすべきだった「売掛金（資産）」を貸方に記帳します。	1	（借）売掛金 80,000\n（貸）仮受金 80,000	（借）仮受金 80,000\n（貸）売掛金 80,000	（借）仮受金 80,000\n（貸）売上 80,000	（借）売掛金 80,000\n（貸）売上 80,000
