# set_id=japanese_history_people_events_v1
# title=日本史の人物と出来事
# version=1
id	prompt	keyword	explanation	correct_index	choice_a	choice_b	choice_c	choice_d
q_031	大老として日米修好通商条約に調印し、安政の大獄を行った人物は誰ですか。	井伊直弼	井伊直弼は反対派を厳しく処罰し、桜田門外の変で暗殺されました。	2	大久保利通	木戸孝允	井伊直弼	勝海舟
q_032	坂本龍馬の仲介で1866年に結ばれた同盟は何ですか。	薩長同盟	薩摩藩と長州藩が倒幕に向けて協力する薩長同盟を結びました。	3	日英同盟	奥羽越列藩同盟	三国同盟	薩長同盟
q_033	1867年、政権を朝廷に返す大政奉還を行った将軍は誰ですか。	徳川慶喜	15代将軍の徳川慶喜が大政奉還を申し出ました。	0	徳川慶喜	徳川家茂	徳川家定	徳川吉宗
q_034	新政府軍と旧幕府側が戦った一連の内戦は何ですか。	戊辰戦争	1868年の鳥羽・伏見の戦いから戊辰戦争が始まりました。	1	西南戦争	戊辰戦争	日清戦争	承久の乱
q_035	1871年、藩を廃止して府県を置いた政策は何ですか。	廃藩置県	廃藩置県により中央政府が全国を直接統治する体制が整いました。	2	版籍奉還	地租改正	廃藩置県	徴兵令
q_036	欧米の制度や文化を調査するため、1871年に派遣された使節団は何ですか。	岩倉使節団	岩倉具視を代表とする使節団が欧米を訪れました。	3	天正遣欧少年使節	慶長遣欧使節	遣唐使	岩倉使節団
q_037	1877年の西南戦争で、士族側の中心となった人物は誰ですか。	西郷隆盛	西郷隆盛は鹿児島の士族らに推されて政府軍と戦いました。	0	西郷隆盛	大久保利通	木戸孝允	板垣退助
q_038	自由民権運動を進め、自由党の党首となった人物は誰ですか。	板垣退助	板垣退助は国会開設などを求める運動を進めました。	1	大隈重信	板垣退助	伊藤博文	陸奥宗光
q_039	大日本帝国憲法の制定を中心となって進めた初代内閣総理大臣は誰ですか。	伊藤博文	伊藤博文は欧州で憲法制度を調査し、憲法制定を主導しました。	2	山県有朋	黒田清隆	伊藤博文	松方正義
q_040	第1回帝国議会が開かれた年はいつですか。	1890年	大日本帝国憲法施行と同じ1890年に第1回帝国議会が開かれました。	3	1868年	1881年	1889年	1890年
q_041	日清戦争の講和条約は何ですか。	下関条約	1895年に日本と清の間で下関条約が結ばれました。	0	下関条約	ポーツマス条約	日米和親条約	ベルサイユ条約
q_042	日露戦争の講和条約は何ですか。	ポーツマス条約	1905年、アメリカの仲介でポーツマス条約が結ばれました。	1	下関条約	ポーツマス条約	サンフランシスコ平和条約	日ソ共同宣言
q_043	爵位を持たず「平民宰相」と呼ばれた内閣総理大臣は誰ですか。	原敬	原敬は本格的な政党内閣を組織し、平民宰相と呼ばれました。	2	桂太郎	西園寺公望	原敬	加藤高明
q_044	1923年に東京や横浜を中心に大きな被害を出した災害は何ですか。	関東大震災	関東大震災は相模湾北西部を震源として発生しました。	3	濃尾地震	昭和三陸地震	阪神・淡路大震災	関東大震災
q_045	1925年に成立し、25歳以上のすべての男子に選挙権を認めた法律は何ですか。	普通選挙法	普通選挙法は納税額による男子の選挙資格制限を撤廃しました。	0	普通選挙法	治安維持法	国家総動員法	民法
q_046	第二次世界大戦が終わり、日本が降伏した年はいつですか。	1945年	日本は1945年8月にポツダム宣言を受諾しました。	1	1939年	1945年	1947年	1951年
q_047	日本国憲法が施行された年はいつですか。	1947年	日本国憲法は1946年公布、1947年施行です。	2	1945年	1946年	1947年	1952年
q_048	日本が主権を回復する基礎となった1951年調印の条約は何ですか。	サンフランシスコ平和条約	この条約は1952年に発効し、日本は主権を回復しました。	3	日ソ共同宣言	日韓基本条約	ポツダム宣言	サンフランシスコ平和条約
q_049	1950年代半ばから1970年代初めにかけて続いた急速な経済成長を何といいますか。	高度経済成長	重化学工業の発展や消費拡大により高度経済成長が進みました。	0	高度経済成長	殖産興業	文明開化	バブル崩壊
q_050	沖縄がアメリカの施政権下から日本に復帰した年はいつですか。	1972年	沖縄は1972年5月15日に日本へ復帰しました。	1	1945年	1972年	1964年	1989年
