# set_id=[elementary_kanji_v1]
# title=[小学生で習う漢字・4択問題]
# version=1
id	prompt	keyword	explanation	correct_index	choice_a	choice_b	choice_c	choice_d
kanji_write_003	次の読みを漢字で正しく書いたものはどれですか。\n「いどう」	いどう	場所を動く意味では「移動」と書きます。	2	異動	移働	移動	以動
kanji_write_004	次の読みを漢字で正しく書いたものはどれですか。\n「いんさつ」	いんさつ	「印刷」は、文字や絵を紙などに刷ることです。	3	印察	因刷	印冊	印刷
kanji_write_005	次の読みを漢字で正しく書いたものはどれですか。\n「えいきょう」	えいきょう	「影響」は、あるものがほかのものに及ぼす働きです。	0	影響	映響	影共	栄響
kanji_write_006	次の読みを漢字で正しく書いたものはどれですか。\n「えきたい」	えきたい	水のように流れ、形が変わるものを「液体」といいます。	1	役体	液体	液態	駅体
kanji_write_007	次の読みを漢字で正しく書いたものはどれですか。\n「えんちょう」	えんちょう	時間や長さをのばす意味では「延長」です。	2	園長	沿長	延長	延帳
kanji_write_008	次の読みを漢字で正しく書いたものはどれですか。\n「おんど」	おんど	暑さや冷たさの程度を「温度」といいます。	3	音度	温土	穏度	温度
kanji_write_009	次の読みを漢字で正しく書いたものはどれですか。\n「かいぜん」	かいぜん	「改善」は、悪いところを改めてよくすることです。	0	改善	改前	解善	快全
kanji_write_010	次の読みを漢字で正しく書いたものはどれですか。\n「かくにん」	かくにん	「確認」は、たしかにそうであるか調べることです。	1	確任	確認	格認	覚任
kanji_write_011	次の読みを漢字で正しく書いたものはどれですか。\n「かんきょう」	かんきょう	人や生物を取り巻く周りの状態を「環境」といいます。	2	感境	環鏡	環境	関境
kanji_write_012	次の読みを漢字で正しく書いたものはどれですか。\n「かんしゃ」	かんしゃ	「感謝」は、ありがたいと思う気持ちを表すことです。	3	観謝	感射	歓謝	感謝
kanji_write_013	次の読みを漢字で正しく書いたものはどれですか。\n「きぼう」	きぼう	「希望」は、こうなってほしいと願うことです。	0	希望	期望	喜望	希忘
kanji_write_014	次の読みを漢字で正しく書いたものはどれですか。\n「きょうりょく」	きょうりょく	力を合わせる意味では「協力」と書きます。	1	強力	協力	共力	協立
kanji_write_015	次の読みを漢字で正しく書いたものはどれですか。\n「きろく」	きろく	「記録」は、出来事や結果を書き残すことです。	2	記緑	紀録	記録	記六
kanji_write_016	次の読みを漢字で正しく書いたものはどれですか。\n「けいかく」	けいかく	前もって手順や内容を決めることを「計画」といいます。	3	形画	計各	系画	計画
kanji_write_017	次の読みを漢字で正しく書いたものはどれですか。\n「けっか」	けっか	行ったことから生じたものを「結果」といいます。	0	結果	結課	決果	欠果
kanji_write_018	次の読みを漢字で正しく書いたものはどれですか。\n「げんいん」	げんいん	物事が起きたもとになるものを「原因」といいます。	1	原員	原因	現因	元印
kanji_write_019	次の読みを漢字で正しく書いたものはどれですか。\n「こうどう」	こうどう	実際に何かをすることは「行動」です。	2	講堂	行働	行動	高動
kanji_write_020	次の読みを漢字で正しく書いたものはどれですか。\n「こうふく」	こうふく	満ち足りて幸せなことを「幸福」といいます。	3	幸服	高福	好福	幸福
kanji_write_021	次の読みを漢字で正しく書いたものはどれですか。\n「こんなん」	こんなん	「困難」は、簡単にはできない難しいことです。	0	困難	混難	困南	根難
kanji_write_022	次の読みを漢字で正しく書いたものはどれですか。\n「さいのう」	さいのう	生まれつき、または練習で身についた力を「才能」といいます。	1	才脳	才能	歳能	才農
kanji_write_023	次の読みを漢字で正しく書いたものはどれですか。\n「さんせい」	さんせい	意見に同意する意味では「賛成」です。	2	賛生	酸性	賛成	参成
kanji_write_024	次の読みを漢字で正しく書いたものはどれですか。\n「しげん」	しげん	生活や産業に役立てられるものを「資源」といいます。	3	資原	次源	紙源	資源
kanji_write_025	次の読みを漢字で正しく書いたものはどれですか。\n「しぜん」	しぜん	人の手が加わっていない状態を「自然」といいます。	0	自然	自燃	紙然	至然
kanji_write_026	次の読みを漢字で正しく書いたものはどれですか。\n「しゅうちゅう」	しゅうちゅう	一つのことに力や注意を集めることを「集中」といいます。	1	集柱	集中	収中	周中
kanji_write_027	次の読みを漢字で正しく書いたものはどれですか。\n「じょうほう」	じょうほう	知らせや判断の材料になる内容を「情報」といいます。	2	状報	情法	情報	常報
kanji_write_028	次の読みを漢字で正しく書いたものはどれですか。\n「せいちょう」	せいちょう	人や生物が育つ意味では、一般に「成長」と書きます。	3	生長	成帳	正長	成長
kanji_write_029	次の読みを漢字で正しく書いたものはどれですか。\n「せきにん」	せきにん	自分が果たすべき役目を「責任」といいます。	0	責任	責人	積任	関任
kanji_write_030	次の読みを漢字で正しく書いたものはどれですか。\n「せつめい」	せつめい	理由や内容を分かるように伝えることを「説明」といいます。	1	設明	説明	節名	説命
kanji_write_031	次の読みを漢字で正しく書いたものはどれですか。\n「せんたく」	せんたく	いくつかの中から選ぶことを「選択」といいます。	2	洗択	選沢	選択	線宅
kanji_write_032	次の読みを漢字で正しく書いたものはどれですか。\n「そうぞう」	そうぞう	頭の中で様子を思い浮かべる意味では「想像」です。	3	創造	想象	相像	想像
kanji_write_033	次の読みを漢字で正しく書いたものはどれですか。\n「たいど」	たいど	人に接するときの様子や構えを「態度」といいます。	0	態度	対度	体度	態土
kanji_write_034	次の読みを漢字で正しく書いたものはどれですか。\n「ちしき」	ちしき	知っている内容や理解を「知識」といいます。	1	知式	知識	地識	智色
kanji_write_035	次の読みを漢字で正しく書いたものはどれですか。\n「ちゅうい」	ちゅうい	気をつけることを「注意」といいます。	2	中意	注囲	注意	柱意
kanji_write_036	次の読みを漢字で正しく書いたものはどれですか。\n「ていあん」	ていあん	考えや計画を出すことを「提案」といいます。	3	定案	題案	提安	提案
kanji_write_037	次の読みを漢字で正しく書いたものはどれですか。\n「どりょく」	どりょく	目標に向かって力を尽くすことを「努力」といいます。	0	努力	度力	努緑	怒力
kanji_write_038	次の読みを漢字で正しく書いたものはどれですか。\n「はんだん」	はんだん	事情を考えて決めることを「判断」といいます。	1	半断	判断	判段	反断
kanji_write_039	次の読みを漢字で正しく書いたものはどれですか。\n「ひょうげん」	ひょうげん	考えや気持ちを外に表すことを「表現」といいます。	2	表原	標現	表現	評言
kanji_write_040	次の読みを漢字で正しく書いたものはどれですか。\n「よそく」	よそく	先のことを見通して考えることを「予測」といいます。	3	予則	余測	予側	予測
kanji_okurigana_001	次の言葉を、漢字と送り仮名で正しく書いたものはどれですか。\n「ことわる」	ことわる	「ことわる」の正しい送り仮名は「断る」です。	0	断る	断わる	断らる	断ことわる
kanji_okurigana_002	次の言葉を、漢字と送り仮名で正しく書いたものはどれですか。\n「たしかめる」	たしかめる	「たしかめる」は「確かめる」と書きます。	1	確める	確かめる	確ためる	確かる
kanji_okurigana_003	次の言葉を、漢字と送り仮名で正しく書いたものはどれですか。\n「いちじるしい」	いちじるしい	「いちじるしい」は「著しい」と書きます。	2	著るしい	著ししい	著しい	著い
kanji_okurigana_004	次の言葉を、漢字と送り仮名で正しく書いたものはどれですか。\n「あらわれる」	あらわれる	「あらわれる」の正しい送り仮名は「現れる」です。	3	現われる	現る	現られる	現れる
kanji_okurigana_005	次の言葉を、漢字と送り仮名で正しく書いたものはどれですか。\n「うしなう」	うしなう	「うしなう」は「失う」と書きます。	0	失う	失なう	失しなう	失る
kanji_okurigana_006	次の言葉を、漢字と送り仮名で正しく書いたものはどれですか。\n「おさめる（国や地域をまとめる）」	おさめる（国や地域をまとめる）	国や地域をまとめる意味では「治める」です。	1	治る	治める	治まる	治ためる
kanji_okurigana_007	次の言葉を、漢字と送り仮名で正しく書いたものはどれですか。\n「おさめる（学問や技術を身につける）」	おさめる（学問や技術を身につける）	学問や技術を身につける意味では「修める」です。	2	修る	修まる	修める	修ためる
kanji_okurigana_008	次の言葉を、漢字と送り仮名で正しく書いたものはどれですか。\n「おさめる（品物や税を入れる）」	おさめる（品物や税を入れる）	税金や品物を入れる意味では「納める」です。	3	納る	納まる	納ためる	納める
kanji_okurigana_009	次の言葉を、漢字と送り仮名で正しく書いたものはどれですか。\n「おさまる（乱れが静まる）」	おさまる（乱れが静まる）	乱れなどが静まる意味では「治まる」です。	0	治まる	治る	治める	治さまる
kanji_okurigana_010	次の言葉を、漢字と送り仮名で正しく書いたものはどれですか。\n「おさまる（決まった場所に入る）」	おさまる（決まった場所に入る）	物が場所に入る意味では「収まる」です。	1	収る	収まる	収める	収さまる
kanji_okurigana_011	次の言葉を、漢字と送り仮名で正しく書いたものはどれですか。\n「あたたかい（気温）」	あたたかい（気温）	気候や気温には「暖かい」を使います。	2	暖い	暖たかい	暖かい	暖かしい
kanji_okurigana_012	次の言葉を、漢字と送り仮名で正しく書いたものはどれですか。\n「あたたかい（物の温度）」	あたたかい（物の温度）	食べ物や手などの温度には「温かい」を使います。	3	温い	温たかい	温かしい	温かい
kanji_okurigana_013	次の言葉を、漢字と送り仮名で正しく書いたものはどれですか。\n「あやまる（まちがえる）」	あやまる（まちがえる）	まちがえる意味では「誤る」と書きます。	0	誤る	誤まる	誤める	誤やまる
kanji_okurigana_014	次の言葉を、漢字と送り仮名で正しく書いたものはどれですか。\n「あやまる（謝る）」	あやまる（謝る）	人にわびる意味では「謝る」と書きます。	1	謝まる	謝る	謝める	謝やまる
kanji_okurigana_015	次の言葉を、漢字と送り仮名で正しく書いたものはどれですか。\n「いとなむ」	いとなむ	「いとなむ」は「営む」と書きます。	2	営なむ	営みむ	営む	営むる
kanji_okurigana_016	次の言葉を、漢字と送り仮名で正しく書いたものはどれですか。\n「うながす」	うながす	「うながす」は「促す」と書きます。	3	促ながす	促がす	促すう	促す
kanji_okurigana_017	次の言葉を、漢字と送り仮名で正しく書いたものはどれですか。\n「おぎなう」	おぎなう	「おぎなう」は「補う」と書きます。	0	補う	補なう	補ぎなう	補る
kanji_okurigana_018	次の言葉を、漢字と送り仮名で正しく書いたものはどれですか。\n「かえりみる」	かえりみる	自分の行いを振り返る意味では「省みる」です。	1	省る	省みる	省えりみる	省みえる
kanji_okurigana_019	次の言葉を、漢字と送り仮名で正しく書いたものはどれですか。\n「かたむく」	かたむく	「かたむく」は「傾く」と書きます。	2	傾むく	傾ける	傾く	傾くる
kanji_okurigana_020	次の言葉を、漢字と送り仮名で正しく書いたものはどれですか。\n「きたえる」	きたえる	「きたえる」は「鍛える」と書きます。	3	鍛る	鍛たえる	鍛えれる	鍛える
kanji_okurigana_021	次の言葉を、漢字と送り仮名で正しく書いたものはどれですか。\n「きよい」	きよい	「きよい」は「清い」と書きます。	0	清い	清よい	清しい	清る
kanji_okurigana_022	次の言葉を、漢字と送り仮名で正しく書いたものはどれですか。\n「くわえる」	くわえる	何かを足す意味では「加える」です。	1	加る	加える	加わえる	加えれる
kanji_okurigana_023	次の言葉を、漢字と送り仮名で正しく書いたものはどれですか。\n「くわわる」	くわわる	仲間や集まりに入る意味では「加わる」です。	2	加る	加える	加わる	加わえる
kanji_okurigana_024	次の言葉を、漢字と送り仮名で正しく書いたものはどれですか。\n「こころみる」	こころみる	「こころみる」は「試みる」と書きます。	3	試る	試ころみる	試みえる	試みる
kanji_okurigana_025	次の言葉を、漢字と送り仮名で正しく書いたものはどれですか。\n「さまたげる」	さまたげる	「さまたげる」は「妨げる」と書きます。	0	妨げる	妨る	妨またげる	妨げれる
kanji_okurigana_026	次の言葉を、漢字と送り仮名で正しく書いたものはどれですか。\n「したがう」	したがう	「したがう」は「従う」と書きます。	1	従がう	従う	従たがう	従る
kanji_okurigana_027	次の言葉を、漢字と送り仮名で正しく書いたものはどれですか。\n「すぐれる」	すぐれる	「すぐれる」は「優れる」と書きます。	2	優る	優ぐれる	優れる	優れれる
kanji_okurigana_028	次の言葉を、漢字と送り仮名で正しく書いたものはどれですか。\n「たくわえる」	たくわえる	「たくわえる」は「蓄える」と書きます。	3	蓄る	蓄くわえる	蓄えれる	蓄える
kanji_okurigana_029	次の言葉を、漢字と送り仮名で正しく書いたものはどれですか。\n「たずねる（質問する）」	たずねる（質問する）	質問する意味では「尋ねる」と書きます。	0	尋ねる	尋る	尋ずねる	尋ねれる
kanji_okurigana_030	次の言葉を、漢字と送り仮名で正しく書いたものはどれですか。\n「たずねる（訪問する）」	たずねる（訪問する）	人や場所を訪れる意味では「訪ねる」と書きます。	1	訪る	訪ねる	訪ずねる	訪ねれる
kanji_okurigana_031	次の言葉を、漢字と送り仮名で正しく書いたものはどれですか。\n「となえる」	となえる	声に出して言う意味では「唱える」です。	2	唱る	唱なえる	唱える	唱えれる
kanji_okurigana_032	次の言葉を、漢字と送り仮名で正しく書いたものはどれですか。\n「のぞむ（希望する）」	のぞむ（希望する）	希望する意味では「望む」と書きます。	3	望ぞむ	望める	望る	望む
kanji_okurigana_033	次の言葉を、漢字と送り仮名で正しく書いたものはどれですか。\n「のぞむ（その場に向かう）」	のぞむ（その場に向かう）	試合や式などに向かう意味では「臨む」です。	0	臨む	臨ぞむ	臨める	臨る
kanji_okurigana_034	次の言葉を、漢字と送り仮名で正しく書いたものはどれですか。\n「はげます」	はげます	人を元気づける意味では「励ます」です。	1	励げます	励ます	励む	励まする
kanji_okurigana_035	次の言葉を、漢字と送り仮名で正しく書いたものはどれですか。\n「はげむ」	はげむ	一生懸命取り組む意味では「励む」です。	2	励げむ	励ます	励む	励る
kanji_okurigana_036	次の言葉を、漢字と送り仮名で正しく書いたものはどれですか。\n「まじえる」	まじえる	人や物を一緒にする意味では「交える」です。	3	交る	交じえる	交えれる	交える
kanji_okurigana_037	次の言葉を、漢字と送り仮名で正しく書いたものはどれですか。\n「まじる」	まじる	別のものが中に入る意味では「交じる」です。	0	交じる	交る	交える	交じえる
kanji_okurigana_038	次の言葉を、漢字と送り仮名で正しく書いたものはどれですか。\n「みちびく」	みちびく	「みちびく」は「導く」と書きます。	1	導びく	導く	導くる	導ける
kanji_okurigana_039	次の言葉を、漢字と送り仮名で正しく書いたものはどれですか。\n「やぶれる」	やぶれる	紙や布などが裂ける意味では「破れる」です。	2	破る	破ぶれる	破れる	破れれる
kanji_okurigana_040	次の言葉を、漢字と送り仮名で正しく書いたものはどれですか。\n「やぶる」	やぶる	紙を裂いたり約束を守らなかったりする意味では「破る」です。	3	破ぶる	破れる	破るる	破る
kanji_compound_001	「上下」のように、反対の意味の漢字を組み合わせた熟語はどれですか。	「上下」のように、反対の意味の漢字を組み合わせた熟語はどれですか。	「左」と「右」は反対の意味を表します。	0	左右	森林	道路	岩石
kanji_compound_002	似た意味の漢字を組み合わせた熟語はどれですか。	似た意味の漢字を組み合わせた熟語はどれですか。	「道」と「路」はどちらも通り道に関係する字です。	1	上下	道路	多少	売買
kanji_compound_003	上の漢字が下の漢字をくわしく説明している熟語はどれですか。	上の漢字が下の漢字をくわしく説明している熟語はどれですか。	「青空」は、青い空という関係です。	2	親子	前後	青空	読書
kanji_compound_004	下の漢字が上の漢字の目的語になっている熟語はどれですか。	下の漢字が上の漢字の目的語になっている熟語はどれですか。	「読書」は、書を読むという関係です。	3	強風	兄弟	寒暖	読書
kanji_compound_005	「一石二鳥」の意味として正しいものはどれですか。	「一石二鳥」の意味として正しいものはどれですか。	一つの石で二羽の鳥を得ることから生まれた四字熟語です。	0	一つの行動で二つの利益を得ること	二人で協力すること	何度も失敗すること	鳥を大切にすること
kanji_compound_006	「試行錯誤」の意味として正しいものはどれですか。	「試行錯誤」の意味として正しいものはどれですか。	試したり失敗したりしながら、よい方法を探すことです。	1	一度で成功すること	試しながら失敗を直し、方法を見つけること	考えずに行動すること	人のまねだけをすること
kanji_compound_007	「異口同音」の意味として正しいものはどれですか。	「異口同音」の意味として正しいものはどれですか。	口は異なっても、同じ内容を言うという意味です。	2	違う言葉を話すこと	小さな声で話すこと	多くの人が同じことを言うこと	外国語を学ぶこと
kanji_compound_008	「温故知新」の意味として正しいものはどれですか。	「温故知新」の意味として正しいものはどれですか。	昔の知識を学び直して、新しい気づきを得ることです。	3	新しい物だけを大切にすること	温度を調べること	古い物をすべて捨てること	昔のことを学び、そこから新しい知識を得ること
kanji_compound_009	「臨機応変」の意味として正しいものはどれですか。	「臨機応変」の意味として正しいものはどれですか。	状況の変化に応じて、適切に行動することです。	0	その場の状況に合わせて対応すること	決めた方法を絶対に変えないこと	急いで逃げること	機械を修理すること
kanji_compound_010	「切磋琢磨」の意味として正しいものはどれですか。	「切磋琢磨」の意味として正しいものはどれですか。	互いに学び合い、能力や人柄を高めることです。	1	物を細かく切ること	仲間どうしで励まし合い、向上すること	一人で静かに休むこと	言い争いを続けること
kanji_compound_011	「十人十色」の意味として正しいものはどれですか。	「十人十色」の意味として正しいものはどれですか。	人の考え方や好みは、それぞれ異なるという意味です。	2	十人が同じ服を着ること	多くの色を混ぜること	人それぞれ考えや好みが違うこと	全員が同じ意見を持つこと
kanji_compound_012	「半信半疑」の意味として正しいものはどれですか。	「半信半疑」の意味として正しいものはどれですか。	信じる気持ちと疑う気持ちが半分ずつある状態です。	3	すべてを信じること	何も考えないこと	疑いが完全に晴れること	半分信じ、半分疑っていること
kanji_compound_013	「以心伝心」の意味として正しいものはどれですか。	「以心伝心」の意味として正しいものはどれですか。	言葉を使わなくても、互いの気持ちが分かることです。	0	言葉にしなくても気持ちが通じること	手紙で知らせること	電話で話すこと	心を入れかえること
kanji_compound_014	「自業自得」の意味として正しいものはどれですか。	「自業自得」の意味として正しいものはどれですか。	よい結果も悪い結果も、自分の行いから生じるという意味です。	1	人の失敗を助けること	自分の行いの結果を自分が受けること	努力せずに得をすること	自分の物を人にあげること
kanji_compound_015	「電光石火」の意味として正しいものはどれですか。	「電光石火」の意味として正しいものはどれですか。	稲妻や火花のように、とても速い様子を表します。	2	電気を大切に使うこと	石を火で焼くこと	非常にすばやいこと	雷を観察すること
kanji_compound_016	「大同小異」の意味として正しいものはどれですか。	「大同小異」の意味として正しいものはどれですか。	大きな点では同じで、小さな違いだけがあることです。	3	大きさがまったく違うこと	全員の意見が反対なこと	小さな物だけを集めること	細かな違いはあるが、だいたい同じこと
kanji_compound_017	「有名」の反対に近い意味の熟語はどれですか。	「有名」の反対に近い意味の熟語はどれですか。	「無名」は、名前が広く知られていないことです。	0	無名	著名	高名	姓名
kanji_compound_018	「増加」の反対に近い意味の熟語はどれですか。	「増加」の反対に近い意味の熟語はどれですか。	「減少」は、数や量が減ることです。	1	上昇	減少	追加	成長
kanji_compound_019	「開始」の反対に近い意味の熟語はどれですか。	「開始」の反対に近い意味の熟語はどれですか。	「終了」は、物事が終わることです。	2	出発	進行	終了	開会
kanji_compound_020	「安全」の反対に近い意味の熟語はどれですか。	「安全」の反対に近い意味の熟語はどれですか。	「危険」は、害や事故が起こるおそれがあることです。	3	安心	平和	無事	危険
kanji_compound_021	「協力」に最も近い意味の熟語はどれですか。	「協力」に最も近い意味の熟語はどれですか。	「共同」は、複数の人が一緒に行うことです。	0	共同	対立	単独	競争
kanji_compound_022	「目的」に最も近い意味の言葉はどれですか。	「目的」に最も近い意味の言葉はどれですか。	「目標」は、目指すところという意味で「目的」に近い言葉です。	1	原因	目標	方法	結果
kanji_compound_023	「努力」に最も近い意味の言葉はどれですか。	「努力」に最も近い意味の言葉はどれですか。	「精進」は、目標に向かって一生懸命取り組むことです。	2	休息	失敗	精進	油断
kanji_compound_024	「重要」に最も近い意味の言葉はどれですか。	「重要」に最も近い意味の言葉はどれですか。	「重要」は、とても大切であることです。	3	簡単	普通	不要	大切
kanji_compound_025	「正確」に最も近い意味の言葉はどれですか。	「正確」に最も近い意味の言葉はどれですか。	「正確」は、まちがいがないことです。	0	確実	適当	不明	大体
kanji_compound_026	「原因」と「結果」の関係として正しいものはどれですか。	「原因」と「結果」の関係として正しいものはどれですか。	原因は物事が起こるもと、結果はそこから生じたものです。	1	結果が先で原因が後に起きる	原因がもとになって結果が生じる	二つはまったく関係がない	いつも同じ意味で使う
kanji_compound_027	「賛成」と「反対」の関係として正しいものはどれですか。	「賛成」と「反対」の関係として正しいものはどれですか。	「賛成」と「反対」は、互いに反対の意味です。	2	同じ意味	上位と下位	反対の意味	部分と全体
kanji_compound_028	「森林」と「木」の関係として正しいものはどれですか。	「森林」と「木」の関係として正しいものはどれですか。	森林は多くの木からできているので、全体と部分の関係です。	3	反対の意味	原因と結果	同じ意味	全体とその一部
kanji_compound_029	「春夏秋冬」が表しているものはどれですか。	「春夏秋冬」が表しているものはどれですか。	春・夏・秋・冬は、四つの季節を表します。	0	四季	方角	時刻	天気
