# set_id=japanese_proverbs_v1
# title=ことわざ
# version=1
id	prompt	keyword	explanation	correct_index	choice_a	choice_b	choice_c	choice_d
q_031	「情けは人の為ならず」の本来の意味はどれですか。	人への親切は巡って自分のためになる	親切は相手だけでなく、巡り巡って自分にもよい結果をもたらすという意味です。	2	親切は相手を甘やかす	人には親切にしない方がよい	人への親切は巡って自分のためになる	親切には必ず代金を求める
q_032	他人の行動を見て、自分の行いを反省することを促すことわざはどれですか。	人の振り見て我が振り直せ	他人のよい点や悪い点を自分を省みる材料にします。	3	他人の空似	人を見たら泥棒と思え	人の口に戸は立てられぬ	人の振り見て我が振り直せ
q_033	仲がよい相手にも礼儀が必要だということわざはどれですか。	親しき仲にも礼儀あり	親密さに甘えて節度を失わないよう戒めます。	0	親しき仲にも礼儀あり	遠くの親類より近くの他人	旅は道連れ世は情け	袖振り合うも多生の縁
q_034	初めは嘘だったことが偶然事実になることを表すことわざはどれですか。	嘘から出たまこと	嘘として語った内容が後に本当になることを表します。	1	正直の頭に神宿る	嘘から出たまこと	嘘つきは泥棒の始まり	瓢箪から駒
q_035	話題にしていた人がちょうど現れることを表すことわざはどれですか。	噂をすれば影	人の噂をしていると本人が現れることがあるという表現です。	2	人の噂も七十五日	口は災いの元	噂をすれば影	壁に耳あり障子に目あり
q_036	根拠のない噂はまったく生じないものだ、という意味で使われることわざはどれですか。	火のない所に煙は立たぬ	煙には火があるように、噂にも何らかの原因があるというたとえです。	3	対岸の火事	火に油を注ぐ	焼け石に水	火のない所に煙は立たぬ
q_037	才能が目立つ人は周囲から批判されやすいということわざはどれですか。	出る杭は打たれる	他より高く出た杭が打たれることにたとえます。	0	出る杭は打たれる	縁の下の力持ち	能ある鷹は爪を隠す	長い物には巻かれろ
q_038	強い権力には逆らわず従う方が得策だということわざはどれですか。	長い物には巻かれろ	力のある者に抵抗せず従う処世を表すことわざです。	1	寄らば大樹の陰	長い物には巻かれろ	出る杭は打たれる	船頭多くして船山に上る
q_039	本当に実力のある人は、むやみに能力を見せびらかさないということわざはどれですか。	能ある鷹は爪を隠す	有能な鷹が鋭い爪を普段は隠すことにたとえます。	2	鷹の目	鳶が鷹を生む	能ある鷹は爪を隠す	鶴の一声
q_040	大きな物は小さな物の用途も果たせるということわざはどれですか。	大は小を兼ねる	大きい物は小さい物の代わりにもなる場合があるという意味です。	3	小よく大を制す	帯に短したすきに長し	大山鳴動して鼠一匹	大は小を兼ねる
q_041	物事はその道の専門家に任せるのがよいということわざはどれですか。	餅は餅屋	餅は専門の餅屋が最も上手に作ることにたとえます。	0	餅は餅屋	絵に描いた餅	棚からぼたもち	花より団子
q_042	価値の分からない人に貴重な物を与えても役に立たないということわざはどれですか。	猫に小判	猫には小判の価値が分からないことにたとえます。	1	小判鮫	猫に小判	猫の手も借りたい	猫をかぶる
q_043	人の忠告を聞き流して効果がないことを表すことわざはどれですか。	馬の耳に念仏	馬に念仏を聞かせても意味が通じないことにたとえます。	2	馬が合う	馬子にも衣装	馬の耳に念仏	生き馬の目を抜く
q_044	知識の豊かな人に、その人がよく知ることを説く愚かさを表すことわざはどれですか。	釈迦に説法	仏教を説いた釈迦に仏法を教えることにたとえます。	3	弘法も筆の誤り	仏の顔も三度	地獄で仏	釈迦に説法
q_045	強い者にさらに強い力が加わることを表すことわざはどれですか。	鬼に金棒	強い鬼が武器の金棒を持つことにたとえます。	0	鬼に金棒	鬼の目にも涙	鬼の居ぬ間に洗濯	渡る世間に鬼はない
q_046	不運の上にさらに不運が重なることを表すことわざはどれですか。	泣きっ面に蜂	泣いている顔をさらに蜂に刺されることにたとえます。	1	笑う門には福来る	泣きっ面に蜂	鬼の目にも涙	雨降って地固まる
q_047	自分から進んで危険や破滅に飛び込むことを表すことわざはどれですか。	飛んで火に入る夏の虫	灯火へ飛び込む虫にたとえて、無謀な行動を表します。	2	虫が知らせる	蓼食う虫も好き好き	飛んで火に入る夏の虫	一寸の虫にも五分の魂
q_048	努力や原因がなければ成果は得られないということわざはどれですか。	蒔かぬ種は生えぬ	種を蒔かなければ芽が出ないように、行動なしに結果は生まれません。	3	桃栗三年柿八年	実るほど頭を垂れる稲穂かな	種を明かす	蒔かぬ種は生えぬ
q_049	やるべきことをした後は、焦らず好機を待つべきだということわざはどれですか。	果報は寝て待て	幸運は人の力だけでは決められないため、落ち着いて待つという意味です。	0	果報は寝て待て	善は急げ	先んずれば人を制す	時は金なり
q_050	いつも明るく笑いのある家には幸福が訪れるということわざはどれですか。	笑う門には福来る	朗らかな家庭には自然と幸福が訪れるという意味です。	1	泣く子と地頭には勝てぬ	笑う門には福来る	笑う者は測るべからず	門前の小僧習わぬ経を読む
